full_name,Selling_Price,Year,Seller_Type,km_driven,Owner _Type,Fuel_Type,Transmission_type,Mileage(Km/L),Engine(CC),max_power(bHP),,,,,
Hyundai i20 Active 1.4 SX,7,2016,Individual,50000,1st  ,Diesel,Manual,21.2,1396,89,,,,,
Ford Aspire 1.2 Ti-VCT Titanium,6.3,2018,Individual,10000,1st  ,Petrol,Manual,18.2,1196,87,,,,,
Maruti Alto 800 VXI Airbag,3.2,2016,Individual,10370,1st  ,Petrol,Manual,22.7,796,47,,,,,
Honda City V MT,4.65,2013,Dealer,62000,1st  ,Petrol,Manual,16.8,1497,116,,,,,
Tata Manza Aura Quadrajet BS IV,2.75,2011,Individual,70000,1st  ,Diesel,Manual,21.1,1248,89,,,,,
Nissan Sunny Diesel XL,3.7,2013,Individual,250000,1st  ,Diesel,Manual,21.6,1461,85,,,,,
Hyundai i20 Sportz 1.2,5.5,2016,Individual,40000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Maruti Swift VVT VXI,4.45,2017,Individual,60000,1st  ,Petrol,Manual,22,1197,82,,,,,
Tata Safari Storme VX,7.05,2013,Dealer,67231,1st  ,Diesel,Manual,14,2179,138,,,,,
Maruti Wagon R CNG LXI BSIV,2.7,2013,Dealer,64000,1st  ,CNG,Manual,33.5,998,67,,,,,
Nissan Micra Diesel XV,4.2,2012,Dealer,142587,1st  ,Diesel,Manual,23.1,1461,63,,,,,
Honda City i DTec SV,4.75,2014,Dealer,63000,1st  ,Diesel,Manual,26,1498,99,,,,,
Toyota Fortuner 4x4 MT,17.55,2015,Individual,80000,1st  ,Diesel,Manual,12.6,2982,169,,,,,
Honda City 2017-2020 VTEC,3.5,2011,Dealer,55000,1st  ,Petrol,Manual,16.9,1497,100,,,,,
Hyundai i20 2015-2017 Sportz Option 1.2,5.75,2016,Dealer,11000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Toyota Etios Liva GD,4.66,2016,Dealer,66000,1st  ,Diesel,Manual,23.6,1364,67,,,,,
Renault KWID 1.0 RXT Optional,3.6,2017,Individual,17000,1st  ,Petrol,Manual,23,999,67,,,,,
Maruti Alto 800 VXI Optional,2.75,2017,Individual,25000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Datsun GO Plus D,3.2,2016,Individual,33350,1st  ,Petrol,Manual,19.4,1198,67,,,,,
Hyundai Grand i10 Magna,3.7,2015,Dealer,62000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Honda Brio E MT,2.5,2013,Individual,30000,1st  ,Petrol,Manual,19.4,1198,87,,,,,
Maruti Swift Dzire ZXi,2.75,2009,Individual,59000,1st  ,Petrol,Manual,17.5,1298,86,,,,,
Mercedes-Benz GLA AMG 45 4MATIC,19.5,2015,Dealer,20000,1st  ,Petrol,Automatic,12.3,1991,375,,,,,
Honda City i VTEC V,5.5,2014,Dealer,86113,1st  ,Petrol,Manual,17.4,1497,117,,,,,
Toyota Corolla Altis Diesel D4DG,13.25,2016,Dealer,45000,1st  ,Diesel,Manual,21.4,1364,87,,,,,
Maruti Swift Dzire VDI,7.5,2018,Individual,10000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Nissan Micra XV,2.9,2011,Dealer,70000,1st  ,Petrol,Manual,18.1,1198,75,,,,,
Maruti Wagon R VXI,2.72,2015,Individual,92537,1st  ,Petrol,Manual,20.5,998,67,,,,,
Maruti Ciaz 1.3 Alpha,9.51,2019,Dealer,27645,1st  ,Diesel,Manual,28.1,1248,89,,,,,
Maruti Alto K10 2010-2014 VXI,2.8,2013,Individual,46242,1st  ,Petrol,Manual,20.9,998,67,,,,,
Honda City V MT AVN,5.45,2013,Individual,70000,1st  ,Petrol,Manual,16.8,1497,116,,,,,
Renault KWID RXT,4.5,2020,Individual,6000,1st  ,Petrol,Manual,22.3,799,53,,,,,
Hyundai i20 2015-2017 Magna 1.2,4.8,2017,Dealer,64000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Mahindra Scorpio 1.99 S10,10.6,2017,Dealer,93000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Maruti Alto 800 LXI,2.35,2013,Dealer,26200,1st  ,Petrol,Manual,22.7,796,47,,,,,
Maruti Baleno Zeta 1.2,5.9,2017,Individual,25000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Mahindra TUV 300 mHAWK100 T8 Dual Tone,7.5,2017,Individual,80000,1st  ,Diesel,Manual,18.5,1493,100,,,,,
Mahindra TUV 300 T4,4.5,2016,Individual,70000,1st  ,Diesel,Manual,18.5,1493,100,,,,,
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,29.5,2018,Dealer,50000,1st  ,Diesel,Automatic,12.9,2755,175,,,,,
Hyundai Santro Xing GLS,1.1,2008,Individual,80000,1st  ,Petrol,Manual,17.9,1086,62,,,,,
Mahindra Scorpio M2DI,2.8,2007,Individual,110000,1st  ,Diesel,Manual,13.5,2179,115,,,,,
Audi A4 30 TFSI Premium Plus,18.51,2016,Dealer,55000,1st  ,Petrol,Automatic,17.8,1395,148,,,,,
Honda City i-VTEC S,7.5,2018,Individual,25000,1st  ,Petrol,Manual,17.4,1497,117,,,,,
Hyundai Grand i10 Magna,4,2015,Dealer,36000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Maruti Swift Dzire ZDI,5.3,2015,Individual,40000,1st  ,Diesel,Manual,26.6,1248,74,,,,,
Mahindra Thar CRDe,8.7,2018,Individual,25000,1st  ,Diesel,Manual,16.6,2498,105,,,,,
Renault KWID RXL,2.95,2018,Dealer,30038,1st  ,Petrol,Manual,25.2,799,53,,,,,
Tata Tiago 1.05 Revotorq XE,3.7,2017,Individual,53000,1st  ,Diesel,Manual,27.3,1047,69,,,,,
Maruti Swift VXI,5.3,2018,Individual,5000,1st  ,Petrol,Manual,21.2,1197,82,,,,,
Hyundai Xcent 1.1 CRDi SX Option,6,2014,Individual,41217,1st  ,Diesel,Manual,24.4,1120,71,,,,,
Renault KWID Climber 1.0 AMT,3.5,2017,Individual,35000,1st  ,Petrol,Automatic,24,999,67,,,,,
Ford Ecosport 1.5 DV5 MT Titanium,4.7,2013,Dealer,62000,1st  ,Diesel,Manual,22.7,1498,90,,,,,
Ford Aspire 1.5 TDCi Trend,3.9,2015,Individual,42000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Ambassador Avigo 2000 DSZ,1.16,2005,Individual,120000,1st  ,Diesel,Manual,13.2,1995,56,,,,,
Mahindra Scorpio S10 7 Seater,9.2,2015,Individual,80000,1st  ,Diesel,Manual,15.4,2179,120,,,,,
Mahindra XUV500 W8 2WD,5.5,2013,Individual,60000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Hyundai Verna 1.6 SX,6.35,2014,Individual,45000,1st  ,Diesel,Manual,22.3,1582,126,,,,,
Mahindra XUV500 AT W8 FWD,12.5,2017,Dealer,50000,1st  ,Diesel,Automatic,16,2179,140,,,,,
Maruti Alto 800 VXI,3,2018,Individual,12000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Honda City i-VTEC CVT V,9.6,2018,Individual,12000,1st  ,Petrol,Automatic,18,1497,118,,,,,
Maruti Vitara Brezza VDi Option,7.5,2018,Individual,15000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Volkswagen Polo Petrol Trendline 1.2L,2.49,2011,Dealer,63000,1st  ,Petrol,Manual,16.5,1198,74,,,,,
Tata Hexa XT,14,2018,Individual,30000,1st  ,Diesel,Manual,17.6,2179,154,,,,,
Ford Figo Diesel ZXI,2.5,2011,Individual,160800,1st  ,Diesel,Manual,20,1399,68,,,,,
Hyundai Verna 1.6 SX,6.1,2014,Individual,120000,1st  ,Diesel,Manual,22.3,1582,126,,,,,
Maruti Zen Estilo VXI BSIII,1.65,2010,Dealer,62821,1st  ,Petrol,Manual,18.2,998,67,,,,,
Ford Ecosport 2015-2021 1.5 Diesel Ambiente,5.45,2016,Dealer,78247,1st  ,Diesel,Manual,21.7,1498,99,,,,,
Hyundai Verna 1.6 CRDi EX MT,4.8,2013,Individual,113000,1st  ,Diesel,Manual,22.3,1582,126,,,,,
Hyundai i20 2015-2017 Asta Option 1.2,3.95,2014,Dealer,52000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,4.95,2012,Dealer,109000,1st  ,Diesel,Manual,13,2494,101,,,,,
Ford Figo Aspire Facelift,5.5,2017,Individual,15000,1st  ,Diesel,Manual,0,1498,99,,,,,
Hyundai Grand i10 Asta Option,4.7,2017,Individual,90000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Tata Indica eXeta eGLX,2,2011,Individual,35000,1st  ,Petrol,Manual,16.8,1193,64,,,,,
Skoda Laura 1.9 TDI MT Ambiente,2.8,2010,Individual,90000,1st  ,Diesel,Manual,17,1896,105,,,,,
Chevrolet Aveo 1.4 LS Limited Edition,1.49,2008,Dealer,62001,1st  ,Petrol,Manual,14.4,1399,94,,,,,
Volkswagen Polo Diesel Trendline 1.2L,2,2011,Dealer,98000,1st  ,Diesel,Manual,22.1,1199,74,,,,,
Hyundai i20 Active 1.4 SX,6.99,2016,Individual,20000,1st  ,Diesel,Manual,21.2,1396,89,,,,,
Toyota Corolla Altis 1.8 G,3.15,2010,Dealer,57000,1st  ,Petrol,Manual,14.3,1798,138,,,,,
Maruti Wagon R VXI,3.4,2014,Individual,21717,1st  ,Petrol,Manual,20.5,998,67,,,,,
Renault Duster 85PS Diesel RxL,5,2014,Individual,40000,1st  ,Diesel,Manual,20.5,1461,84,,,,,
Honda City i-VTEC ZX,10.5,2017,Individual,50000,1st  ,Petrol,Manual,17.1,1497,118,,,,,
Renault Duster 110PS Diesel RxZ,6,2016,Individual,90000,1st  ,Diesel,Manual,19.6,1461,108,,,,,
Fiat Avventura Urban Cross 1.3 Multijet Active,4.78,2017,Individual,90000,1st  ,Diesel,Manual,20.5,1248,92,,,,,
Maruti Swift VXI Optional,4.91,2017,Dealer,27876,1st  ,Petrol,Manual,20.4,1197,82,,,,,
Land Rover Discovery Sport Si4 HSE,28.9,2016,Dealer,56000,1st  ,Petrol,Automatic,12.6,1999,177,,,,,
Hyundai i10 Asta,1.6,2008,Individual,57215,1st  ,Petrol,Manual,20.4,1197,79,,,,,
Hyundai Venue SX Turbo BSIV,9.85,2019,Dealer,5400,1st  ,Petrol,Manual,18.3,998,118,,,,,
Maruti Swift Dzire VDI,5,2014,Individual,60000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Tata Tiago 1.2 Revotron XT,3.35,2017,Individual,24800,1st  ,Petrol,Manual,23.8,1199,84,,,,,
Honda BRV i-DTEC VX MT,9.5,2016,Dealer,59450,1st  ,Diesel,Manual,21.9,1498,99,,,,,
Honda Jazz VX CVT,7.4,2018,Dealer,20000,1st  ,Petrol,Automatic,17.1,1199,89,,,,,
Tata Indica Vista Terra 1.4 TDI,2,2010,Individual,90000,1st  ,Diesel,Manual,17,1405,71,,,,,
Maruti Swift VXI,3.75,2013,Dealer,34553,1st  ,Petrol,Manual,22,1197,82,,,,,
Maruti Vitara Brezza VDi,8.1,2018,Individual,40000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Volkswagen Polo Petrol Trendline 1.2L,1.73,2010,Individual,350000,1st  ,Petrol,Manual,16.5,1198,74,,,,,
Maruti Vitara Brezza VDi,7,2017,Individual,50000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Mahindra KUV 100 mFALCON D75 K4,3.1,2016,Individual,70000,1st  ,Diesel,Manual,25.3,1198,77,,,,,
Mahindra Scorpio 1.99 S4,8.5,2017,Individual,120000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Hyundai i20 Era 1.4 CRDi,2.85,2013,Individual,90000,1st  ,Diesel,Manual,22.5,1396,89,,,,,
Maruti Swift Dzire VDI,4.5,2014,Individual,120000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Hyundai Creta 1.6 CRDi SX,11,2017,Individual,80000,1st  ,Diesel,Manual,19.7,1582,126,,,,,
Mahindra Xylo E4 BS IV,3.5,2011,Individual,155000,1st  ,Diesel,Manual,14,2498,112,,,,,
Mahindra Scorpio 1.99 S6 Plus,10.8,2017,Individual,30000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Honda City i DTEC V,5.3,2014,Dealer,66100,1st  ,Diesel,Manual,26,1498,99,,,,,
Maruti Swift Dzire VDI,6.8,2017,Individual,50000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Mahindra Scorpio 1.99 S4 Plus,10.25,2017,Dealer,42000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Hyundai i20 1.2 Spotz,6.5,2017,Individual,55000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Hyundai i10 Magna,1.94,2012,Dealer,110699,1st  ,Petrol,Manual,20.4,1197,79,,,,,
Maruti Baleno Delta Automatic,6.86,2019,Individual,5000,1st  ,Petrol,Automatic,21.4,1197,83,,,,,
Maruti Alto 800 LXI,2,2016,Individual,50000,1st  ,Petrol,Manual,22.7,796,47,,,,,
Maruti Swift Dzire VXI,2.5,2010,Dealer,44000,1st  ,Petrol,Manual,19.1,1197,86,,,,,
Maruti Vitara Brezza VDi Option,7.3,2018,Individual,90000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Hyundai Verna 1.6 VTVT SX,6.5,2016,Dealer,55000,1st  ,Petrol,Manual,17,1591,121,,,,,
Maruti Vitara Brezza ZDi Plus Dual Tone,7.9,2017,Dealer,45000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Maruti Baleno Zeta 1.2,6.2,2017,Individual,30000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Hyundai Verna 1.6 VTVT,5.1,2013,Individual,50000,1st  ,Petrol,Manual,17,1591,121,,,,,
Hyundai Santro Xing XL,1.15,2005,Individual,120000,1st  ,Petrol,Manual,0,1086,null,,,,,
Maruti Eeco 5 Seater AC BSIV,3.75,2013,Individual,20000,1st  ,Petrol,Manual,15.4,1196,73,,,,,
Nissan Terrano XV 110 PS,5.25,2015,Dealer,69000,1st  ,Diesel,Manual,19,1461,109,,,,,
Maruti Swift Dzire AMT VXI,6.2,2017,Trustmark Dealer,19843,1st  ,Petrol,Automatic,21.2,1197,82,,,,,
Tata Indigo LS (TDI) BS-III,2.7,2014,Individual,20000,1st  ,Diesel,Manual,19.1,1405,69,,,,,
Ford Endeavour 3.0L 4X4 AT,9.5,2011,Individual,30000,1st  ,Diesel,Automatic,11.4,2953,154,,,,,
Toyota Innova Crysta 2016-2020 2.4 G MT,14.5,2017,Dealer,52300,1st  ,Diesel,Manual,13.7,2393,148,,,,,
Honda City i VTEC CVT SV,8.45,2016,Individual,40000,1st  ,Petrol,Automatic,18,1497,117,,,,,
Maruti Swift Dzire LDI,3.9,2014,Dealer,61500,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Honda Amaze S i-Vtech,3.95,2015,Dealer,59000,1st  ,Petrol,Manual,18,1198,87,,,,,
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,4.5,2018,Individual,40000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Audi A6 2.0 TDI,17,2013,Individual,60000,1st  ,Diesel,Automatic,17.7,1968,174,,,,,
Hyundai Grand i10 Magna,3.25,2013,Dealer,61000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Mahindra KUV 100 mFALCON D75 K4,3.5,2016,Individual,70000,1st  ,Diesel,Manual,25.3,1198,77,,,,,
Mahindra XUV500 W8 2WD,6.5,2013,Dealer,63000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Mercedes-Benz E-Class E 200 CGI,12.5,2012,Dealer,58000,1st  ,Petrol,Manual,12.3,1796,185,,,,,
Maruti Zen Estilo VXI BSIV,2.2,2013,Individual,40000,1st  ,Petrol,Manual,19,998,67,,,,,
Mahindra Quanto C8,3.5,2015,Individual,49000,1st  ,Diesel,Manual,17.2,1493,100,,,,,
Maruti Swift Dzire VDI,7.5,2017,Individual,22000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Honda City 1.5 V MT,2.99,2010,Dealer,57977,1st  ,Petrol,Manual,17,1497,118,,,,,
Hyundai Xcent 1.1 CRDi Base,3.78,2016,Individual,70000,1st  ,Diesel,Manual,24.4,1120,71,,,,,
Land Rover Range Rover Evoque Convertible HSE Dynamic,70,2018,Dealer,13000,1st  ,Petrol,Automatic,12.2,1997,237,,,,,
Mini Cooper 3 DOOR S,13.25,2012,Dealer,67000,1st  ,Petrol,Automatic,17.3,1998,189,,,,,
Maruti Ertiga VDI,5.24,2014,Dealer,48242,1st  ,Diesel,Manual,20.8,1248,89,,,,,
Ford Figo Diesel EXI,1.69,2012,Dealer,68000,1st  ,Diesel,Manual,20,1399,68,,,,,
Maruti Ertiga ZDI,5,2014,Individual,40000,1st  ,Diesel,Manual,20.8,1248,89,,,,,
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,20,2012,Dealer,98000,1st  ,Diesel,Automatic,12.1,2967,241,,,,,
Maruti Swift Dzire VDI,3.8,2013,Individual,113450,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Maruti Wagon R AMT VXI,4,2018,Individual,80000,1st  ,Petrol,Automatic,20.5,998,67,,,,,
Hyundai Santro Sportz SE AMT BSIV,5.65,2020,Dealer,1000,1st  ,Petrol,Automatic,20.3,1086,68,,,,,
Maruti Wagon R VXI,3.35,2015,Dealer,20292,1st  ,Petrol,Manual,20.5,998,67,,,,,
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,3,2010,Dealer,67900,1st  ,Diesel,Manual,12.1,2179,120,,,,,
Chevrolet Beat Diesel LS,2,2012,Individual,70000,1st  ,Diesel,Manual,25.4,936,58,,,,,
Mahindra Scorpio 1.99 S10,10.51,2015,Dealer,40000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Hyundai Grand i10 1.2 CRDi Sportz Option,5.1,2017,Individual,60000,1st  ,Diesel,Manual,24,1186,74,,,,,
Renault KWID Climber 1.0 AMT,3.7,2018,Individual,25000,1st  ,Petrol,Automatic,24,999,67,,,,,
Maruti Wagon R LXI,2,2006,Individual,70000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Maruti Baleno Delta 1.3,6.25,2018,Individual,21000,1st  ,Diesel,Manual,27.4,1248,74,,,,,
Mahindra Scorpio S7 140 BSIV,12.9,2018,Dealer,39000,1st  ,Diesel,Manual,16.4,2179,140,,,,,
Hyundai Creta 1.6 E Plus,8.9,2017,Dealer,30000,1st  ,Petrol,Manual,15.8,1591,121,,,,,
Hyundai Verna 1.6 CRDI,4.2,2012,Dealer,61000,1st  ,Diesel,Manual,22.3,1582,126,,,,,
Maruti Swift LXI Optional-O,5,2017,Trustmark Dealer,5743,1st  ,Petrol,Manual,20.4,1197,83,,,,,
Nissan Terrano XL Plus 85 PS,7.5,2017,Dealer,44000,1st  ,Diesel,Manual,20.5,1461,84,,,,,
Hyundai Grand i10 1.2 Kappa Asta,6,2018,Individual,24200,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Maruti Baleno Delta 1.3,5.9,2017,Individual,57000,1st  ,Diesel,Manual,27.4,1248,74,,,,,
Hyundai i10 Magna,1.9,2011,Dealer,58000,1st  ,Petrol,Manual,20.4,1197,79,,,,,
Datsun GO Plus T Option BSIV,5,2017,Individual,15000,1st  ,Petrol,Manual,19.4,1198,67,,,,,
Maruti Celerio ZXI Optional,4.5,2017,Individual,10000,1st  ,Petrol,Manual,23.1,998,67,,,,,
Mahindra NuvoSport N8,5.5,2016,Individual,70000,1st  ,Diesel,Manual,17.5,1493,100,,,,,
Chevrolet Beat LT,1.7,2011,Dealer,65000,1st  ,Petrol,Manual,18.6,1199,79,,,,,
Mahindra XUV500 W6 2WD,6.5,2015,Individual,100000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
BMW Z4 M40i,82.5,2020,Dealer,2000,1st  ,Petrol,Automatic,11.3,2998,335,,,,,
Maruti Wagon R VXI Opt 1.2,5,2020,Individual,10000,1st  ,Petrol,Manual,20.5,1197,82,,,,,
Hyundai Xcent 1.2 Kappa AT SX Option,5,2015,Individual,10000,1st  ,Petrol,Automatic,16.9,1197,82,,,,,
Maruti Alto LXi,1.4,2009,Individual,43000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Honda Amaze S Plus i-VTEC,3.49,2013,Dealer,64000,1st  ,CNG,Manual,18,1198,87,,,,,
Maruti Wagon R VXI with ABS,3.25,2014,Individual,30000,1st  ,Petrol,Manual,20.5,998,67,,,,,
Honda City i VTEC S,4.35,2014,Dealer,63000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Maruti Celerio VXI CNG BSIV,4.55,2018,Dealer,28000,1st  ,CNG,Manual,31.8,998,58,,,,,
Land Rover Discovery HSE Luxury 3.0 Si6,62,2018,Individual,25000,1st  ,Petrol,Automatic,9.2,2995,335,,,,,
Honda City i VTEC V,7.55,2017,Dealer,32226,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Renault Koleos 2.0 Diesel,6.5,2013,Dealer,63432,1st  ,Diesel,Automatic,13.7,1995,148,,,,,
Audi A3 cabriolet 40 TFSI Premium Plus,40,2018,Dealer,8000,1st  ,Petrol,Automatic,16.6,1798,177,,,,,
Honda Brio V MT,2.5,2013,Individual,80000,1st  ,Petrol,Manual,19.4,1198,87,,,,,
Maruti Alto K10 VXI,2.45,2014,Individual,65000,1st  ,Petrol,Manual,24,998,67,,,,,
Kia Seltos HTK Plus D,13.5,2019,Dealer,14000,1st  ,Diesel,Manual,20.8,1493,113,,,,,
Tata Indigo LX (TDI) BS III,2.15,2013,Individual,90760,1st  ,Diesel,Manual,19.1,1396,69,,,,,
Tata Indigo LX (TDI) BS-III,4,2016,Individual,80000,1st  ,Diesel,Manual,19.1,1405,69,,,,,
Renault KWID AMT RXL,3.1,2018,Individual,15000,1st  ,Petrol,Automatic,24,999,67,,,,,
Toyota Fortuner 4X2 AT,12.35,2012,Dealer,85000,1st  ,Petrol,Automatic,0,2694,163,,,,,
Renault Captur 1.5 Diesel RXT,12.65,2018,Individual,12851,1st  ,Diesel,Manual,20.4,1461,108,,,,,
BMW 6 Series GT 630i Luxury Line,55,2018,Individual,30000,1st  ,Petrol,Automatic,14.3,1998,255,,,,,
Toyota Land Cruiser 200 V8 Petrol,92,2016,Dealer,80000,1st  ,Petrol,Automatic,9,4461,285,,,,,
Maruti Swift Dzire VDi,6.75,2018,Dealer,32000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Maruti Wagon R VXI 1.2,5,2019,Individual,30000,1st  ,Petrol,Manual,20.5,1197,82,,,,,
Hyundai i10 Sportz Option,3,2010,Individual,25000,1st  ,Petrol,Manual,20.4,1197,79,,,,,
Mahindra Scorpio S10 AT 2WD,14.5,2016,Individual,35000,1st  ,Diesel,Automatic,15.4,2179,120,,,,,
Mahindra Scorpio VLX 4WD BSIV,5.3,2013,Individual,140000,1st  ,Diesel,Manual,12.1,2179,120,,,,,
Ford Ecosport 1.5 DV5 MT Titanium,5.75,2014,Trustmark Dealer,65597,1st  ,Diesel,Manual,22.7,1498,90,,,,,
Hyundai Santro Xing GL CNG,2.4,2012,Dealer,61785,1st  ,CNG,Manual,17,1086,null,,,,,
Hyundai i20 2015-2017 Sportz 1.2,5.5,2017,Individual,35000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Maruti Ciaz VDi Plus,5,2014,Individual,160000,1st  ,Diesel,Manual,26.2,1248,89,,,,,
Maruti Baleno Delta,6.43,2020,Individual,7124,1st  ,Petrol,Manual,21,1197,82,,,,,
Ford Ecosport 2015-2021 S Petrol BSIV,10,2019,Individual,15000,1st  ,Petrol,Manual,18.1,999,123,,,,,
Hyundai Xcent 1.2 CRDi S,6.11,2018,Dealer,22979,1st  ,Diesel,Manual,25.4,1186,74,,,,,
Toyota Etios Liva GD,3.1,2014,Individual,150000,1st  ,Diesel,Manual,23.6,1364,67,,,,,
Hyundai Grand i10 Asta,5.5,2016,Individual,34000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Renault Scala Diesel RxZ Travelogue,3.5,2015,Dealer,42000,1st  ,Diesel,Manual,21.6,1461,85,,,,,
Volkswagen Vento Diesel Trendline,3,2011,Individual,280000,1st  ,Diesel,Manual,20.5,1598,104,,,,,
Tata Tigor 1.2 Revotron XT,4.7,2018,Individual,40000,1st  ,Petrol,Manual,20.3,1199,84,,,,,
Honda City i DTec V,5.25,2014,Dealer,77000,1st  ,Diesel,Manual,26,1498,99,,,,,
Datsun GO Plus T Option BSIV,4.69,2017,Individual,15000,1st  ,Petrol,Manual,19.4,1198,67,,,,,
Maruti Alto K10 2010-2014 VXI,2.1,2012,Individual,60000,1st  ,Petrol,Manual,20.9,998,67,,,,,
Maruti Alto 800 LXI,2,2013,Individual,120000,1st  ,Petrol,Manual,22.7,796,47,,,,,
Renault KWID 1.0 RXT Optional,4,2019,Individual,2500,1st  ,Petrol,Manual,23,999,67,,,,,
Jaguar XF 2.2 Litre Luxury,21.5,2013,Dealer,50000,1st  ,Diesel,Automatic,16.4,2179,188,,,,,
Maruti Celerio ZXI,3.4,2016,Individual,46500,1st  ,Petrol,Manual,23.1,998,67,,,,,
Audi Q3 35 TDI Quattro Premium Plus,20.5,2015,Dealer,69000,1st  ,Diesel,Automatic,15.7,1968,174,,,,,
Maruti Swift VDI,3.81,2012,Individual,68000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Mercedes-Benz C-Class C 250 CDI Elegance,7.75,2011,Dealer,45000,1st  ,Diesel,Automatic,14.9,2143,204,,,,,
Maruti Swift Dzire VDI,7,2017,Individual,20000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Maruti Ciaz Alpha Diesel,6.75,2017,Dealer,106000,1st  ,Diesel,Manual,28.1,1248,89,,,,,
Honda City i VTEC CVT SV,6.7,2015,Dealer,28000,1st  ,Petrol,Automatic,18,1497,117,,,,,
Mahindra XUV500 W6 2WD,10.5,2018,Individual,50000,1st  ,Diesel,Manual,16,2179,140,,,,,
Renault Scala Diesel RxL,3.15,2014,Dealer,70000,1st  ,Diesel,Manual,21.6,1461,85,,,,,
BMW X5 xDrive 30d xLine,79,2019,Individual,19000,1st  ,Diesel,Automatic,13.4,2993,265,,,,,
Honda City 1.5 S MT,3.6,2011,Dealer,55000,1st  ,Petrol,Manual,17,1497,118,,,,,
Ford Figo 1.5D Ambiente ABS MT,4,2017,Individual,53000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Hyundai Verna 1.6 SX,4.7,2014,Dealer,89000,1st  ,Diesel,Manual,22.3,1582,126,,,,,
Maruti Alto 800 LXI,3.04,2018,Individual,22000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Tata Zest Quadrajet 1.3 75PS XMS,5.25,2018,Individual,90000,1st  ,Diesel,Manual,23,1248,74,,,,,
Honda City i DTEC S,4.9,2014,Dealer,69000,1st  ,Diesel,Manual,26,1498,99,,,,,
Mahindra Scorpio 1.99 S6 Plus,8.64,2016,Individual,155000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Mahindra XUV500 W6 2WD,4.8,2013,Dealer,85000,1st  ,Diesel,Manual,16,2179,140,,,,,
Hyundai Xcent 1.2 Kappa SX Option,3.5,2016,Individual,50000,1st  ,Petrol,Manual,19.1,1197,82,,,,,
Maruti Wagon R VXI AMT Opt 1.2,5.75,2019,Dealer,3600,1st  ,Petrol,Automatic,20.5,1197,82,,,,,
Mercedes-Benz CLA 200 CDI Sport,28.5,2018,Dealer,15000,1st  ,Diesel,Automatic,17.9,2143,136,,,,,
Maruti Baleno Delta Automatic,6.86,2019,Individual,5000,1st  ,Petrol,Automatic,21.4,1197,83,,,,,
